family_id,device_name,device_mac,resample_at,resample_at_utc,event_seq,acvl,resample_acvl,resample_acvl_increment,01_744DBD2A408C_rssi,02_744DBD2A4C34_rssi,04_744DBD2A4BF8_rssi,05_744DBD2A4C0C_rssi,07_744DBD2A40BC_rssi,08_2462ABC02780_rssi,09_744DBD2A4C20_rssi,10_744DBD2A4C00_rssi,12_744DBD2A4BE4_rssi,13_2462ABC1C7E0_rssi
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369475,2025/03/19 07:31:15,20508,16274682,16274568.65,92.00,,,,,,-69.11,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369476,2025/03/19 07:31:16,20508,16274682,16274660.66,92.00,,,,,,-72.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369477,2025/03/19 07:31:17,20508,16274682,16274717.57,56.91,,,,,,-71.36,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369478,2025/03/19 07:31:18,20508,16274682,16274763.88,46.31,,,,,,-70.53,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369479,2025/03/19 07:31:19,20508,16274682,16274810.20,46.31,,,,,,-69.70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369480,2025/03/19 07:31:20,20510,16274961,16274856.51,46.31,,,,,,-68.87,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369481,2025/03/19 07:31:21,20510,16274961,16274902.83,46.31,,,,,,-68.04,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369482,2025/03/19 07:31:22,20510,16274961,16274949.14,46.31,,,,,,-67.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369483,2025/03/19 07:31:23,20510,16274961,16274990.07,40.93,,,,,,-68.62,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369484,2025/03/19 07:31:24,20510,16274961,16275029.14,39.07,,,,,,-70.80,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369485,2025/03/19 07:31:25,20510,16274961,16275068.21,39.07,,,,,,-72.99,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369486,2025/03/19 07:31:26,20510,16274961,16275107.28,39.07,,,,,,-75.17,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369487,2025/03/19 07:31:27,20510,16274961,16275146.35,39.07,,,,,,-77.35,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369488,2025/03/19 07:31:28,20513,16275373,16275185.42,39.07,,,,,,-79.53,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369489,2025/03/19 07:31:29,20513,16275373,16275224.49,39.07,,,,,,-81.71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369490,2025/03/19 07:31:30,20513,16275373,16275263.56,39.07,,,,,,-83.89,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369491,2025/03/19 07:31:31,20513,16275373,16275302.63,39.07,,,,,,-86.07,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369492,2025/03/19 07:31:32,20513,16275373,16275341.70,39.07,,,,,,-90.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369493,2025/03/19 07:31:33,20513,16275373,16275388.39,46.69,,,,,,-86.32,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369494,2025/03/19 07:31:34,20514,16275486,16275465.74,77.34,,,,,,-63.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369495,2025/03/19 07:31:35,20514,16275486,16275496.16,30.42,,,,,,-63.66,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369496,2025/03/19 07:31:36,20514,16275486,16275509.92,13.76,,,,,,-64.54,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369497,2025/03/19 07:31:37,20514,16275486,16275523.68,13.76,,,,,,-65.43,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369498,2025/03/19 07:31:38,20514,16275486,16275537.44,13.76,,,,,,-66.32,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369499,2025/03/19 07:31:39,20517,16275610,16275551.20,13.76,,,,,,-67.21,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369500,2025/03/19 07:31:40,20517,16275610,16275564.96,13.76,,,,,,-68.09,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369501,2025/03/19 07:31:41,20517,16275610,16275578.72,13.76,,,,,,-68.98,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369502,2025/03/19 07:31:42,20517,16275610,16275592.48,13.76,,,,,,-69.87,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369503,2025/03/19 07:31:43,20517,16275610,16275606.24,13.76,,,,,,-71.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369504,2025/03/19 07:31:44,20517,16275610,16275611.80,5.56,,,,,,-70.28,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369505,2025/03/19 07:31:45,20517,16275610,16275614.29,2.48,,,,,,-69.29,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369506,2025/03/19 07:31:46,20517,16275610,16275616.77,2.48,,,,,,-68.29,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369507,2025/03/19 07:31:47,20519,16275625,16275619.25,2.48,,,,,,-67.30,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369508,2025/03/19 07:31:48,20519,16275625,16275621.74,2.48,,,,,,-66.31,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369509,2025/03/19 07:31:49,20519,16275625,16275624.22,2.48,,,,,,-65.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369510,2025/03/19 07:31:50,20519,16275625,16275677.97,53.75,,,,,,-65.17,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369511,2025/03/19 07:31:51,20519,16275625,16275755.29,77.32,,,,,,-65.42,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369512,2025/03/19 07:31:52,20519,16275625,16275832.61,77.32,,,,,,-65.67,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369513,2025/03/19 07:31:53,20519,16275625,16275909.93,77.32,,,,,,-65.92,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369514,2025/03/19 07:31:54,20519,16275625,16275987.25,77.32,,,,,,-66.17,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369515,2025/03/19 07:31:55,20519,16275625,16276064.57,77.32,,,,,,-66.42,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369516,2025/03/19 07:31:56,20523,16276551,16276141.89,77.32,,,,,,-66.67,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369517,2025/03/19 07:31:57,20523,16276551,16276219.21,77.32,,,,,,-66.93,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369518,2025/03/19 07:31:58,20523,16276551,16276296.54,77.32,,,,,,-67.18,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369519,2025/03/19 07:31:59,20523,16276551,16276373.86,77.32,,,,,,-67.43,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369520,2025/03/19 07:32:00,20523,16276551,16276451.18,77.32,,,,,,-67.68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369521,2025/03/19 07:32:01,20523,16276551,16276528.50,77.32,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369522,2025/03/19 07:32:02,20523,16276551,16276617.82,89.32,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369523,2025/03/19 07:32:03,20523,16276551,16276712.05,94.24,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369524,2025/03/19 07:32:04,20523,16276551,16276806.29,94.24,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369525,2025/03/19 07:32:05,20525,16277117,16276900.53,94.24,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369526,2025/03/19 07:32:06,20525,16277117,16276994.77,94.24,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369527,2025/03/19 07:32:07,20525,16277117,16277089.01,94.24,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369528,2025/03/19 07:32:08,20525,16277117,16277188.47,99.46,,,,,,-70.80,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369529,2025/03/19 07:32:09,20526,16277423,16277290.13,101.66,,,,,,-74.79,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369530,2025/03/19 07:32:10,20526,16277423,16277391.79,101.66,,,,,,-80.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369547,2025/03/19 07:32:27,20531,16280444,16280513.65,3121.86,,,,,,-66.17,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369548,2025/03/19 07:32:28,20532,16281245,16281066.45,552.80,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369549,2025/03/19 07:32:29,20532,16281245,16281396.38,329.93,,,,,,-69.52,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369550,2025/03/19 07:32:30,20532,16281245,16281619.98,223.60,,,,,,-71.77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369551,2025/03/19 07:32:31,20532,16281245,16281843.59,223.60,,,,,,-74.02,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369552,2025/03/19 07:32:32,20532,16281245,16282067.19,223.60,,,,,,-76.27,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369553,2025/03/19 07:32:33,20534,16282935,16282290.80,223.60,,,,,,-78.52,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369554,2025/03/19 07:32:34,20534,16282935,16282514.40,223.60,,,,,,-80.77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369555,2025/03/19 07:32:35,20534,16282935,16282738.00,223.60,,,,,,-85.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369556,2025/03/19 07:32:36,20534,16282935,16282947.86,209.85,,,,,,-84.99,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369557,2025/03/19 07:32:37,20534,16282935,16283055.92,108.06,,,,,,-84.88,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369558,2025/03/19 07:32:38,20534,16282935,16283163.97,108.06,,,,,,-84.77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369559,2025/03/19 07:32:39,20534,16282935,16283272.03,108.06,,,,,,-84.65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369560,2025/03/19 07:32:40,20534,16282935,16283380.09,108.06,,,,,,-84.54,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369561,2025/03/19 07:32:41,20537,16283910,16283488.14,108.06,,,,,,-84.43,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369562,2025/03/19 07:32:42,20537,16283910,16283596.20,108.06,,,,,,-84.32,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369563,2025/03/19 07:32:43,20537,16283910,16283704.26,108.06,,,,,,-84.21,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369564,2025/03/19 07:32:44,20537,16283910,16283812.32,108.06,,,,,,-84.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369565,2025/03/19 07:32:45,20537,16283910,16283920.38,108.07,,,,,,-84.04,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369566,2025/03/19 07:32:46,20537,16283910,16284028.53,108.15,,,,,,-84.42,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369567,2025/03/19 07:32:47,20537,16283910,16284136.68,108.15,,,,,,-84.80,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369568,2025/03/19 07:32:48,20537,16283910,16284244.82,108.15,,,,,,-85.18,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369569,2025/03/19 07:32:49,20537,16283910,16284352.97,108.15,,,,,,-85.57,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369570,2025/03/19 07:32:50,20537,16283910,16284461.12,108.15,,,,,,-85.95,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369571,2025/03/19 07:32:51,20541,16285041,16284569.26,108.15,,,,,,-86.33,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369572,2025/03/19 07:32:52,20541,16285041,16284677.41,108.15,,,,,,-86.71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369573,2025/03/19 07:32:53,20541,16285041,16284785.56,108.15,,,,,,-87.10,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369574,2025/03/19 07:32:54,20541,16285041,16284893.70,108.15,,,,,,-87.48,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369575,2025/03/19 07:32:55,20541,16285041,16285001.85,108.15,,,,,,-88.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369576,2025/03/19 07:32:56,20541,16285041,16285182.78,180.93,,,,,,-88.25,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369577,2025/03/19 07:32:57,20541,16285041,16285405.00,222.22,,,,,,-88.65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369578,2025/03/19 07:32:58,20541,16285041,16285627.22,222.22,,,,,,-89.05,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369579,2025/03/19 07:32:59,20541,16285041,16285849.44,222.22,,,,,,-89.44,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369580,2025/03/19 07:33:00,20543,16286721,16286071.67,222.22,,,,,,-89.84,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369581,2025/03/19 07:33:01,20543,16286721,16286293.89,222.22,,,,,,-90.24,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369582,2025/03/19 07:33:02,20543,16286721,16286516.11,222.22,,,,,,-91.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369920,2025/03/19 07:38:40,20645,16316842,16316930.82,30414.70,,,,,,-70.88,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369921,2025/03/19 07:38:41,20645,16316842,16317062.39,131.58,,,,,,-69.23,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369922,2025/03/19 07:38:42,20645,16316842,16317193.97,131.58,,,,,,-67.57,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369923,2025/03/19 07:38:43,20647,16317637,16317325.55,131.58,,,,,,-65.92,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369924,2025/03/19 07:38:44,20647,16317637,16317457.13,131.58,,,,,,-64.26,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369925,2025/03/19 07:38:45,20647,16317637,16317588.71,131.58,,,,,,-62.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369926,2025/03/19 07:38:46,20647,16317637,16317795.47,206.76,,,,,,-65.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369954,2025/03/19 07:39:14,20657,16320408,16320414.03,2618.55,,,,,,-63.32,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369955,2025/03/19 07:39:15,20657,16320408,16320436.26,22.24,,,,,,-64.51,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369956,2025/03/19 07:39:16,20657,16320408,16320458.50,22.24,,,,,,-65.71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369957,2025/03/19 07:39:17,20657,16320408,16320480.74,22.24,,,,,,-66.90,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369958,2025/03/19 07:39:18,20659,16320576,16320502.97,22.24,,,,,,-68.09,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369959,2025/03/19 07:39:19,20659,16320576,16320525.21,22.24,,,,,,-69.28,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369960,2025/03/19 07:39:20,20659,16320576,16320547.45,22.24,,,,,,-70.47,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369961,2025/03/19 07:39:21,20659,16320576,16320569.68,22.24,,,,,,-72.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369962,2025/03/19 07:39:22,20659,16320576,16320638.45,68.77,,,,,,-67.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369963,2025/03/19 07:39:23,20660,16320703,16320707.79,69.33,,,,,,-67.12,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369964,2025/03/19 07:39:24,20660,16320703,16320726.20,18.41,,,,,,-67.60,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369965,2025/03/19 07:39:25,20660,16320703,16320744.61,18.41,,,,,,-68.07,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369966,2025/03/19 07:39:26,20660,16320703,16320763.02,18.41,,,,,,-68.55,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369967,2025/03/19 07:39:27,20660,16320703,16320781.43,18.41,,,,,,-69.02,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369968,2025/03/19 07:39:28,20660,16320703,16320799.84,18.41,,,,,,-69.50,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369969,2025/03/19 07:39:29,20663,16320897,16320818.25,18.41,,,,,,-69.97,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369970,2025/03/19 07:39:30,20663,16320897,16320836.67,18.41,,,,,,-70.45,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369971,2025/03/19 07:39:31,20663,16320897,16320855.08,18.41,,,,,,-70.92,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369972,2025/03/19 07:39:32,20663,16320897,16320873.49,18.41,,,,,,-71.39,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369973,2025/03/19 07:39:33,20663,16320897,16320891.90,18.41,,,,,,-72.00,,,,
