family_id,device_name,device_mac,sample_at_ms,sample_at_utc,sample_at_source,sample_at_station,event_seq,seq_diff,acvl,cvl_increment,xyz_count,ref_station_id,ref_scanned_at_ms,01_744DBD2A408C_rssi,02_744DBD2A4C34_rssi,04_744DBD2A4BF8_rssi,05_744DBD2A4C0C_rssi,07_744DBD2A40BC_rssi,08_2462ABC02780_rssi,09_744DBD2A4C20_rssi,10_744DBD2A4C00_rssi,12_744DBD2A4BE4_rssi,13_2462ABC1C7E0_rssi
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369509315,2025/03/19 07:31:49.315,1,,20519,2,16275625,15,1,T4-2462ABC02780,1742369509315,,,,,,-65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369521291,2025/03/19 07:32:01.291,1,,20523,4,16276551,926,5,T4-2462ABC02780,1742369521291,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369527297,2025/03/19 07:32:07.297,1,,20525,2,16277117,566,5,T4-2462ABC02780,1742369527297,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369530307,2025/03/19 07:32:10.307,1,,20526,1,16277423,306,5,T4-2462ABC02780,1742369530307,,,,,,-80,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369546874,2025/03/19 07:32:26.874,1,,20531,5,16280444,3021,5,T4-2462ABC02780,1742369546874,,,,,,-66,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369548323,2025/03/19 07:32:28.323,1,,20532,1,16281245,801,5,T4-2462ABC02780,1742369548323,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369555881,2025/03/19 07:32:35.881,1,,20534,2,16282935,1690,5,T4-2462ABC02780,1742369555881,,,,,,-85,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369564904,2025/03/19 07:32:44.904,1,,20537,3,16283910,975,5,T4-2462ABC02780,1742369564904,,,,,,-84,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369575362,2025/03/19 07:32:55.362,1,,20541,4,16285041,1131,5,T4-2462ABC02780,1742369575362,,,,,,-88,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369582922,2025/03/19 07:33:02.922,1,,20543,2,16286721,1680,5,T4-2462ABC02780,1742369582922,,,,,,-91,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369919325,2025/03/19 07:38:39.325,1,,20645,102,16316842,30121,5,T4-2462ABC02780,1742369919325,,,,,,-72,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369925367,2025/03/19 07:38:45.367,1,,20647,2,16317637,795,5,T4-2462ABC02780,1742369925367,,,,,,-62,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369926777,2025/03/19 07:38:46.777,1,,20648,1,16317990,353,5,T4-2462ABC02780,1742369926777,,,,,,-65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369953729,2025/03/19 07:39:13.729,1,,20657,9,16320408,2418,5,T4-2462ABC02780,1742369953729,,,,,,-63,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369961284,2025/03/19 07:39:21.284,1,,20659,2,16320576,168,5,T4-2462ABC02780,1742369961284,,,,,,-72,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369962740,2025/03/19 07:39:22.740,1,,20660,1,16320703,127,3,T4-2462ABC02780,1742369962740,,,,,,-67,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369973277,2025/03/19 07:39:33.277,1,,20663,3,16320897,194,4,T4-2462ABC02780,1742369973277,,,,,,-72,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369980763,2025/03/19 07:39:40.763,1,,20666,3,16321017,120,3,T4-2462ABC02780,1742369980763,,,,,,-71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742369989788,2025/03/19 07:39:49.788,1,,20669,3,16321188,171,5,T4-2462ABC02780,1742369989788,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370000321,2025/03/19 07:40:00.321,1,,20672,3,16321362,174,5,T4-2462ABC02780,1742370000321,,,,,,-75,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370007796,2025/03/19 07:40:07.796,1,,20675,3,16321664,302,5,T4-2462ABC02780,1742370007796,,,,,,-72,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370016778,2025/03/19 07:40:16.778,1,,20678,3,16321832,168,3,T4-2462ABC02780,1742370016778,,,,,,-80,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370034813,2025/03/19 07:40:34.813,1,,20684,6,16322135,303,1,T4-2462ABC02780,1742370034813,,,,,,-77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370043841,2025/03/19 07:40:43.841,1,,20687,3,16322280,145,5,T4-2462ABC02780,1742370043841,,,,,,-67,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370054389,2025/03/19 07:40:54.389,1,,20690,3,16322628,348,5,T4-2462ABC02780,1742370054389,,,,,,-71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370061836,2025/03/19 07:41:01.836,1,,20693,3,16322818,190,5,T4-2462ABC02780,1742370061836,,,,,,-75,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370070868,2025/03/19 07:41:10.868,1,,20696,3,16322844,26,1,T4-2462ABC02780,1742370070868,,,,,,-88,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370081422,2025/03/19 07:41:21.422,1,,20699,3,16322942,98,5,T4-2462ABC02780,1742370081422,,,,,,-65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370087429,2025/03/19 07:41:27.429,1,,20701,2,16323040,98,3,T4-2462ABC02780,1742370087429,,,,,,-64,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370088867,2025/03/19 07:41:28.867,1,,20702,1,16323063,23,5,T4-2462ABC02780,1742370088867,,,,,,-60,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370097908,2025/03/19 07:41:37.908,1,,20705,3,16323190,127,5,T4-2462ABC02780,1742370097908,,,,,,-69,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370114498,2025/03/19 07:41:54.498,1,,20710,5,16323403,213,3,T4-2462ABC02780,1742370114498,,,,,,-70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370115915,2025/03/19 07:41:55.915,1,,20711,1,16323437,34,4,T4-2462ABC02780,1742370115915,,,,,,-62,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370124943,2025/03/19 07:42:04.943,1,,20714,3,16323528,91,5,T4-2462ABC02780,1742370124943,,,,,,-71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370135472,2025/03/19 07:42:15.472,1,,20717,3,16323781,253,5,T4-2462ABC02780,1742370135472,,,,,,-65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370136923,2025/03/19 07:42:16.923,1,,20718,1,16323800,19,5,T4-2462ABC02780,1742370136923,,,,,,-62,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370142929,2025/03/19 07:42:22.929,1,,20720,2,16323885,85,5,T4-2462ABC02780,1742370142929,,,,,,-75,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370145934,2025/03/19 07:42:25.934,1,,20721,1,16323914,29,4,T4-2462ABC02780,1742370145934,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370151977,2025/03/19 07:42:31.977,1,,20723,2,16323973,59,2,T4-2462ABC02780,1742370151977,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370169986,2025/03/19 07:42:49.986,1,,20729,6,16324080,107,2,T4-2462ABC02780,1742370169986,,,,,,-81,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370172988,2025/03/19 07:42:52.988,1,,20730,1,16324082,2,4,T4-2462ABC02780,1742370172988,,,,,,-71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370179010,2025/03/19 07:42:59.010,1,,20732,2,16324111,29,4,T4-2462ABC02780,1742370179010,,,,,,-69,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370197032,2025/03/19 07:43:17.032,1,,20738,6,16324140,29,1,T4-2462ABC02780,1742370197032,,,,,,-82,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370206043,2025/03/19 07:43:26.043,1,,20741,3,16324167,27,1,T4-2462ABC02780,1742370206043,,,,,,-63,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370224039,2025/03/19 07:43:44.039,1,,20747,6,16324272,105,1,T4-2462ABC02780,1742370224039,,,,,,-76,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370233047,2025/03/19 07:43:53.047,1,,20750,3,16324324,52,4,T4-2462ABC02780,1742370233047,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370251092,2025/03/19 07:44:11.092,1,,20756,6,16324345,21,1,T4-2462ABC02780,1742370251092,,,,,,-81,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370258650,2025/03/19 07:44:18.650,1,,20758,2,16324346,1,1,T4-2462ABC02780,1742370258650,,,,,,-72,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370260089,2025/03/19 07:44:20.089,1,,20759,1,16324346,0,1,T4-2462ABC02780,1742370260089,,,,,,-78,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370276700,2025/03/19 07:44:36.700,1,,20764,5,16324766,420,5,T4-2462ABC02780,1742370276700,,,,,,-69,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370278133,2025/03/19 07:44:38.133,1,,20765,1,16324766,0,3,T4-2462ABC02780,1742370278133,,,,,,-82,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370287144,2025/03/19 07:44:47.144,1,,20768,3,16324892,126,2,T4-2462ABC02780,1742370287144,,,,,,-63,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370303733,2025/03/19 07:45:03.733,1,,20773,5,16325250,358,4,T4-2462ABC02780,1742370303733,,,,,,-77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370305152,2025/03/19 07:45:05.152,1,,20774,1,16325479,229,5,T4-2462ABC02780,1742370305152,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370312718,2025/03/19 07:45:12.718,1,,20776,2,16325661,182,5,T4-2462ABC02780,1742370312718,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370314178,2025/03/19 07:45:14.178,1,,20777,1,16325688,27,5,T4-2462ABC02780,1742370314178,,,,,,-72,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370330767,2025/03/19 07:45:30.767,1,,20782,5,16325868,180,3,T4-2462ABC02780,1742370330767,,,,,,-65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370332187,2025/03/19 07:45:32.187,1,,20783,1,16325894,26,1,T4-2462ABC02780,1742370332187,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370348789,2025/03/19 07:45:48.789,1,,20788,5,16325994,100,4,T4-2462ABC02780,1742370348789,,,,,,-70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370350223,2025/03/19 07:45:50.223,1,,20789,1,16325997,3,2,T4-2462ABC02780,1742370350223,,,,,,-69,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370366812,2025/03/19 07:46:06.812,1,,20794,5,16326029,32,1,T4-2462ABC02780,1742370366812,,,,,,-65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370377256,2025/03/19 07:46:17.256,1,,20798,4,16326037,8,1,T4-2462ABC02780,1742370377256,,,,,,-60,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370395279,2025/03/19 07:46:35.279,1,,20804,6,16326051,14,1,T4-2462ABC02780,1742370395279,,,,,,-62,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370404290,2025/03/19 07:46:44.290,1,,20807,3,16326084,33,1,T4-2462ABC02780,1742370404290,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370410332,2025/03/19 07:46:50.332,1,,20809,2,16326084,0,1,T4-2462ABC02780,1742370410332,,,,,,-61,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370420879,2025/03/19 07:47:00.879,1,,20812,3,16326145,61,3,T4-2462ABC02780,1742370420879,,,,,,-74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370429890,2025/03/19 07:47:09.890,1,,20815,3,16326850,705,5,T4-2462ABC02780,1742370429890,,,,,,-75,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370437365,2025/03/19 07:47:17.365,1,,20818,3,16327699,849,5,T4-2462ABC02780,1742370437365,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370455388,2025/03/19 07:47:35.388,1,,20824,6,16328221,522,5,T4-2462ABC02780,1742370455388,,,,,,-71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370462934,2025/03/19 07:47:42.934,1,,20826,2,16328331,110,5,T4-2462ABC02780,1742370462934,,,,,,-74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370464399,2025/03/19 07:47:44.399,1,,20827,1,16328517,186,5,T4-2462ABC02780,1742370464399,,,,,,-92,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370474946,2025/03/19 07:47:54.946,1,,20830,3,16328718,201,5,T4-2462ABC02780,1742370474946,,,,,,-74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370491433,2025/03/19 07:48:11.433,1,,20836,6,16329701,983,5,T4-2462ABC02780,1742370491433,,,,,,-83,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370510965,2025/03/19 07:48:30.965,1,,20837,1,16330382,681,5,T4-2462ABC02780,1742370510965,,,,,,-66,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370512425,2025/03/19 07:48:32.425,1,,20838,1,16330437,55,1,T4-2462ABC02780,1742370512425,,,,,,-82,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370529008,2025/03/19 07:48:49.008,1,,20843,5,16331154,717,5,T4-2462ABC02780,1742370529008,,,,,,-77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370530438,2025/03/19 07:48:50.438,1,,20844,1,16331261,107,5,T4-2462ABC02780,1742370530438,,,,,,-78,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370538005,2025/03/19 07:48:58.005,1,,20846,2,16331540,279,5,T4-2462ABC02780,1742370538005,,,,,,-66,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370563506,2025/03/19 07:49:23.506,1,,20855,9,16331642,102,1,T4-2462ABC02780,1742370563506,,,,,,-67,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370566492,2025/03/19 07:49:26.492,1,,20856,1,16331661,19,1,T4-2462ABC02780,1742370566492,,,,,,-61,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370572534,2025/03/19 07:49:32.534,1,,20858,2,16331868,207,4,T4-2462ABC02780,1742370572534,,,,,,-70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370583081,2025/03/19 07:49:43.081,1,,20861,3,16331965,97,1,T4-2462ABC02780,1742370583081,,,,,,-71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370590536,2025/03/19 07:49:50.536,1,,20864,3,16331976,11,1,T4-2462ABC02780,1742370590536,,,,,,-61,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370593523,2025/03/19 07:49:53.523,1,,20865,1,16331976,0,1,T4-2462ABC02780,1742370593523,,,,,,-62,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370617589,2025/03/19 07:50:17.589,1,,20873,8,16332064,88,2,T4-2462ABC02780,1742370617589,,,,,,-59,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370620560,2025/03/19 07:50:20.560,1,,20874,1,16332064,0,1,T4-2462ABC02780,1742370620560,,,,,,-72,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370626601,2025/03/19 07:50:26.601,1,,20876,2,16332064,0,1,T4-2462ABC02780,1742370626601,,,,,,-74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370643179,2025/03/19 07:50:43.179,1,,20881,5,16332104,40,1,T4-2462ABC02780,1742370643179,,,,,,-70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370644599,2025/03/19 07:50:44.599,1,,20882,1,16332108,4,1,T4-2462ABC02780,1742370644599,,,,,,-67,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370652186,2025/03/19 07:50:52.186,1,,20884,2,16332114,6,3,T4-2462ABC02780,1742370652186,,,,,,-76,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370653635,2025/03/19 07:50:53.635,1,,20885,1,16332123,9,1,T4-2462ABC02780,1742370653635,,,,,,-69,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370664177,2025/03/19 07:51:04.177,1,,20888,3,16332218,95,2,T4-2462ABC02780,1742370664177,,,,,,-75,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370670224,2025/03/19 07:51:10.224,1,,20890,2,16332243,25,1,T4-2462ABC02780,1742370670224,,,,,,-70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370671633,2025/03/19 07:51:11.633,1,,20891,1,16332243,0,2,T4-2462ABC02780,1742370671633,,,,,,-70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370679206,2025/03/19 07:51:19.206,1,,20893,2,16332273,30,1,T4-2462ABC02780,1742370679206,,,,,,-84,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370680668,2025/03/19 07:51:20.668,1,,20894,1,16332289,16,1,T4-2462ABC02780,1742370680668,,,,,,-87,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370697257,2025/03/19 07:51:37.257,1,,20899,5,16332382,93,4,T4-2462ABC02780,1742370697257,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370698691,2025/03/19 07:51:38.691,1,,20900,1,16332382,0,4,T4-2462ABC02780,1742370698691,,,,,,-74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370707696,2025/03/19 07:51:47.696,1,,20903,3,16332382,0,1,T4-2462ABC02780,1742370707696,,,,,,-77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370725724,2025/03/19 07:52:05.724,1,,20909,6,16332437,55,1,T4-2462ABC02780,1742370725724,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370733302,2025/03/19 07:52:13.302,1,,20911,2,16332486,49,2,T4-2462ABC02780,1742370733302,,,,,,-84,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370734736,2025/03/19 07:52:14.736,1,,20912,1,16332486,0,1,T4-2462ABC02780,1742370734736,,,,,,-74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370751304,2025/03/19 07:52:31.304,1,,20917,5,16332788,302,5,T4-2462ABC02780,1742370751304,,,,,,-64,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370752751,2025/03/19 07:52:32.751,1,,20918,1,16332920,132,1,T4-2462ABC02780,1742370752751,,,,,,-76,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370760336,2025/03/19 07:52:40.336,1,,20920,2,16332943,23,2,T4-2462ABC02780,1742370760336,,,,,,-83,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370761770,2025/03/19 07:52:41.770,1,,20921,1,16332989,46,1,T4-2462ABC02780,1742370761770,,,,,,-73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370767811,2025/03/19 07:52:47.811,1,,20923,2,16333086,97,5,T4-2462ABC02780,1742370767811,,,,,,-71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370779790,2025/03/19 07:52:59.790,1,,20927,4,16333114,28,2,T4-2462ABC02780,1742370779790,,,,,,-68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370785834,2025/03/19 07:53:05.834,1,,20929,2,16333171,57,1,T4-2462ABC02780,1742370785834,,,,,,-61,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370788804,2025/03/19 07:53:08.804,1,,20930,1,16333177,6,5,T4-2462ABC02780,1742370788804,,,,,,-66,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370794845,2025/03/19 07:53:14.845,1,,20932,2,16333177,0,1,T4-2462ABC02780,1742370794845,,,,,,-65,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370812843,2025/03/19 07:53:32.843,1,,20938,6,16333987,810,5,T4-2462ABC02780,1742370812843,,,,,,-59,,,,
